kanji,pc1_loading,pc2_loading
陽,-0.017325656745254117,-0.005611748303506968
半,-0.011605821158217499,-0.010257608319298775
厚,-0.0008160929674310064,0.11444256026122021
坪,0.033670172070946386,-0.048686026438803376
梅,-0.02994980491069178,-0.015861077132168652
弘,0.001923604968526845,0.016808471994074765
外,0.0004898719789073688,-0.0422585056609597
輪,0.015076987059178433,-0.00235417310317722
槻,0.0063102811576138335,-0.007159489504213623
昭,0.001714902569566958,0.011526622876748107
仁,-0.007243972169162027,-0.012484900181891596
折,0.007030595191570291,-0.03235808968614873
弥,-0.008609715272469983,0.012466184017994179
反,-0.012355307003350646,-0.04160143278664154
有,-0.005322884706647973,-0.027858101140173158
守,-0.01638424219744436,-0.017410159720053445
勢,0.01285699131476836,0.0005870217554434766
気,-0.015368558584992045,-0.014429938223587263
牛,0.004257817054632511,0.00712686458613593
父,0.01321051040052846,-0.007263020796446439
雲,-0.013840851237622877,-0.008134473040129453
布,-0.007029317780353544,0.026757091308432113
荘,-0.024933700900934677,0.003475511769437706
末,-0.02002529811816263,0.0016307170320244697
鳴,0.008526039815303872,-0.019326692928902343
庭,-0.00299216583346695,-0.001447569783599859
